"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category"
"Tgfbi",0.000396649882471548,0.639958250246714,1,1,1,"Tgfbi","Not Significant"
"Trafd1",0.000401192008490515,1.19050465076061,1,0.75,1,"Trafd1","Not Significant"
"Ccr2",0.000407031656529019,1.35867117143557,1,0.75,1,"Ccr2","Not Significant"
"Rnf34",0.000407855522019405,1.10955041275591,1,0.75,1,"Rnf34","Not Significant"
"Clec4e",0.000417275806191005,1.32514346795288,1,0.75,1,"Clec4e","Not Significant"
"Fcgr4",0.000417521203429681,1.27202722971085,1,0.75,1,"Fcgr4","Not Significant"
"mt-Nd4l",0.000417731900800643,-0.799327008845729,1,1,1,"mt-Nd4l","Not Significant"
"Zcchc2",0.000420457048109478,0.952924739553775,1,0.75,1,"Zcchc2","Not Significant"
"Mgl2",0.000424921233365125,-0.943096800629223,0.75,0.75,1,"Mgl2","Not Significant"
"Gm13822",0.000430306736151766,0.851911721186299,1,0.5,1,"Gm13822","Not Significant"
"Tep1",0.000443644344535666,-0.231341099376405,1,1,1,"Tep1","Not Significant"
"Met",0.000460141920075329,0.936963041399618,1,0.75,1,"Met","Not Significant"
"Bak1",0.000466728224782591,1.17512284595894,1,0.75,1,"Bak1","Not Significant"
"P2ry14",0.000481491261073944,0.799896472797661,0.75,0.75,1,"P2ry14","Not Significant"
"Dhfr",0.00051121210493088,0.793592616480071,0.75,0.75,1,"Dhfr","Not Significant"
"Rpl36a",0.000527643715165662,-1.20430974299194,1,1,1,"Rpl36a","Not Significant"
"Gm42418",0.000530619348441654,1.74501525279013,1,1,1,"Gm42418","Not Significant"
"Tor1aip1",0.000534645925902804,1.31202711362454,1,0.75,1,"Tor1aip1","Not Significant"
"H2-T23",0.000535966440328059,1.24620005510137,1,0.75,1,"H2-T23","Not Significant"
"Stx11",0.000544294420300888,1.12745722796304,1,0.75,1,"Stx11","Not Significant"
"Stard3",0.000562069824881071,1.07221073034572,1,0.75,1,"Stard3","Not Significant"
"Ly6a",0.000568567378669492,2.93481229429181,1,0.75,1,"Ly6a","Not Significant"
"Hck",0.000572593826605813,0.205622488737276,1,1,1,"Hck","Not Significant"
"Nfkbib",0.000581966847052212,1.01920480126137,1,0.75,1,"Nfkbib","Not Significant"
"Gvin1",0.000597196967942043,0.81642308653961,1,0.75,1,"Gvin1","Not Significant"
"Tmem171",0.000623387609136041,0.960403504095248,1,0.75,1,"Tmem171","Not Significant"
"Rnf10",0.000627003524019443,1.12319602110873,1,0.75,1,"Rnf10","Not Significant"
"Apobec3",0.000651634602285457,1.13060939166014,1,0.75,1,"Apobec3","Not Significant"
"Nampt",0.000663224806758225,1.08691796895,1,0.75,1,"Nampt","Not Significant"
"Rnf149",0.000689339261407432,1.00622625126633,1,0.75,1,"Rnf149","Not Significant"
"Gm19951",0.000691000426275895,1.00230833764635,1,0.75,1,"Gm19951","Not Significant"
"Ier2",0.000704139199596287,-1.43120610176772,1,1,1,"Ier2","Not Significant"
"Lgals3",0.000710193848485595,1.51420251416845,1,0.75,1,"Lgals3","Not Significant"
"Il12b",0.00072251243075277,1.10535215290222,0.75,0.25,1,"Il12b","Not Significant"
"Eif6",0.000749565552370217,1.29222688968229,1,0.75,1,"Eif6","Not Significant"
"4930523C07Rik",0.000791365302248453,1.21071952399535,1,0.75,1,"4930523C07Rik","Not Significant"
"B230307C23Rik",0.000808236845995626,1.01443224863726,1,0.75,1,"B230307C23Rik","Not Significant"
"Runx3",0.00081513362701372,-0.109056338959413,1,1,1,"Runx3","Not Significant"
"Gm15056",0.000821813380435035,0.515120468698442,0.75,0,1,"Gm15056","Not Significant"
"Aida",0.000823447904359121,0.990530383875575,1,0.75,1,"Aida","Not Significant"
"Ccdc25",0.000832816379583492,1.08161888591112,1,0.75,1,"Ccdc25","Not Significant"
"Rnh1",0.000846548352015352,0.11249867574167,1,1,1,"Rnh1","Not Significant"
"Tuba1a",0.000878979781025068,-1.34005121548082,1,1,1,"Tuba1a","Not Significant"
"Dgkz",0.000882259466223441,1.037661336844,1,0.75,1,"Dgkz","Not Significant"
"Chga",0.000885042818025878,-0.511239327239666,1,0.75,1,"Chga","Not Significant"
"Lcn11",0.000926614408429503,-0.791235352825726,0.75,0.75,1,"Lcn11","Not Significant"
"Ost4",0.000931399629586148,-1.37501872492932,1,1,1,"Ost4","Not Significant"
"Plekho1",0.000933137962713758,1.10112672067942,1,0.75,1,"Plekho1","Not Significant"
"Pcgf5",0.000965840581222197,0.960881830698003,1,0.75,1,"Pcgf5","Not Significant"
"Il15ra",0.000976776303984659,0.959700084272015,1,0.75,1,"Il15ra","Not Significant"
"Dop1b",0.00102899102793634,0.882706996859066,1,0.75,1,"Dop1b","Not Significant"
"Bst2",0.0010640278799724,1.36709052219309,1,0.75,1,"Bst2","Not Significant"
"Vcpip1",0.0010885582659241,1.03462182280254,1,0.75,1,"Vcpip1","Not Significant"
"Cycs",0.00111166179280082,1.11800864086086,1,0.75,1,"Cycs","Not Significant"
"Tmem184b",0.00111189627625874,0.989856235916714,1,0.75,1,"Tmem184b","Not Significant"
"Gpr35",0.00111930710833125,1.22430776218832,1,0.75,1,"Gpr35","Not Significant"
"B430306N03Rik",0.00116600503926335,0.900029304290843,1,0.75,1,"B430306N03Rik","Not Significant"
"Adar",0.00118581616326597,-0.729347356860105,1,1,1,"Adar","Not Significant"
"Ift172",0.00123189820703804,0.894661246320305,1,0.75,1,"Ift172","Not Significant"
"Asb13",0.00123283129323202,1.0884108930509,1,0.75,1,"Asb13","Not Significant"
"Cnp",0.0012665216932042,0.918883633588192,1,0.75,1,"Cnp","Not Significant"
"Tpst1",0.00128758514265752,0.985415528431401,1,0.75,1,"Tpst1","Not Significant"
"F10",0.00128892793004912,1.42572625077359,1,0.75,1,"F10","Not Significant"
"Rap2c",0.00131158808692763,1.05016791667718,1,0.75,1,"Rap2c","Not Significant"
"Itpkb",0.00134616187249685,1.11351666918023,1,0.75,1,"Itpkb","Not Significant"
"Dab2",0.00137579563255214,-1.60268896164683,1,1,1,"Dab2","Not Significant"
"Atp6v1b2",0.00140398892940369,-0.321137950261673,1,1,1,"Atp6v1b2","Not Significant"
"Obp1a",0.0014043778793637,1.23022040833671,1,0.75,1,"Obp1a","Not Significant"
"Plekhf2",0.00141210323037807,1.01902149117876,1,0.75,1,"Plekhf2","Not Significant"
"Car13",0.00144525346111365,1.05302372263821,1,0.75,1,"Car13","Not Significant"
"Trim12c",0.00144552395932639,1.06837897767547,1,0.75,1,"Trim12c","Not Significant"
"Ptk2b",0.0014531976758348,1.25074730929795,1,0.75,1,"Ptk2b","Not Significant"
"Peli1",0.00147503261322621,1.21573902570449,1,0.75,1,"Peli1","Not Significant"
"Lrrc25",0.00150675989456612,1.12964726498975,1,0.75,1,"Lrrc25","Not Significant"
"Nol12",0.00151038799414077,1.07043079437541,1,0.75,1,"Nol12","Not Significant"
"Pgap2",0.00152493384452366,0.96308438703048,1,0.75,1,"Pgap2","Not Significant"
"Ddit3",0.00159393269846523,1.17414988786695,1,0.75,1,"Ddit3","Not Significant"
"Asrgl1",0.00161919622898984,0.754579151002014,0.75,0.75,1,"Asrgl1","Not Significant"
"I830077J02Rik",0.00162567031203547,1.22749061154629,1,0.75,1,"I830077J02Rik","Not Significant"
"Slc31a2",0.00164861940384385,0.962718426899107,1,0.75,1,"Slc31a2","Not Significant"
"Pdk3",0.00174269012979111,0.867062529578669,1,0.75,1,"Pdk3","Not Significant"
"Dmkn",0.00174812495437525,0.6013247603772,1,0.5,1,"Dmkn","Not Significant"
"Tmem219",0.00179049190306106,1.03351697357537,1,0.75,1,"Tmem219","Not Significant"
"Il2rg",0.00184149993605982,1.02800992206951,1,0.75,1,"Il2rg","Not Significant"
"Tbc1d1",0.00184682044532552,1.02642119479277,1,0.75,1,"Tbc1d1","Not Significant"
"Casp1",0.00186016386194246,1.29647420129444,1,0.75,1,"Casp1","Not Significant"
"Psme1",0.00186293377840185,1.18431065582297,1,0.75,1,"Psme1","Not Significant"
"Atpif1",0.00188256195456296,-0.678731942405767,1,1,1,"Atpif1","Not Significant"
"Morc3",0.00188405920902213,1.0658398606432,1,0.75,1,"Morc3","Not Significant"
"A330040F15Rik",0.00188629005252568,0.663953228394625,1,0.5,1,"A330040F15Rik","Not Significant"
"Prpf38a",0.00191304251439059,1.21470811680713,1,0.75,1,"Prpf38a","Not Significant"
"Bach1",0.00192039487356115,1.29442299709112,1,0.75,1,"Bach1","Not Significant"
"Tcirg1",0.00194614817359316,0.933627260441481,0.75,0.75,1,"Tcirg1","Not Significant"
"Ilrun",0.00194873472571133,-0.0270711063612153,1,1,1,"Ilrun","Not Significant"
"Anpep",0.00195079858876705,0.63387880213741,0.75,0.75,1,"Anpep","Not Significant"
"Cd9",0.00196306069430027,-0.855141302181556,1,1,1,"Cd9","Not Significant"
"Napsa",0.00197065561859675,1.20708752217824,1,0.75,1,"Napsa","Not Significant"
"Sla",0.00206289499793381,1.3428441817666,1,0.75,1,"Sla","Not Significant"
"Tmpo",0.0020767928791881,1.17402472324337,1,0.75,1,"Tmpo","Not Significant"
"Gm8369",0.00207729534495506,0.677979969068856,1,0.75,1,"Gm8369","Not Significant"
"Ascc3",0.00208601926562121,1.15060756087507,1,0.75,1,"Ascc3","Not Significant"
"A630012P03Rik",0.00210914281938778,0.438418888379205,0.75,0.25,1,"A630012P03Rik","Not Significant"
"Tor1aip2",0.002109747621351,0.959686665528707,1,0.75,1,"Tor1aip2","Not Significant"
"Prkcd",0.00212543338713828,-0.104208121977259,1,1,1,"Prkcd","Not Significant"
"Pglyrp1",0.00212694495851869,-0.839543160811658,0.75,0.75,1,"Pglyrp1","Not Significant"
"Cndp2",0.00214746602844827,1.20866231263401,1,0.75,1,"Cndp2","Not Significant"
"Sema4d",0.00214874290331078,1.10516151669044,1,0.75,1,"Sema4d","Not Significant"
"Slc28a2",0.00215725423946352,0.64141207577363,0.75,0.75,1,"Slc28a2","Not Significant"
"Ndufv3",0.00216092279423684,-0.471283354596716,1,0.75,1,"Ndufv3","Not Significant"
"Gsdmd",0.00217807420618066,1.05300074084353,1,0.75,1,"Gsdmd","Not Significant"
"Pmepa1",0.00218228846678448,-1.38480143144924,1,1,1,"Pmepa1","Not Significant"
"Gfy",0.00221639716693247,-0.433924672458449,1,0.75,1,"Gfy","Not Significant"
"Tap2",0.00221952410949539,1.04835919997624,1,0.75,1,"Tap2","Not Significant"
"Ptafr",0.00224093115087699,-0.380818179816628,1,1,1,"Ptafr","Not Significant"
"Tmem106a",0.00232591275513151,0.991065880490465,1,0.75,1,"Tmem106a","Not Significant"
"Fgr",0.0023271710471335,1.01179176859984,1,0.75,1,"Fgr","Not Significant"
"Dbnl",0.00233289319242764,1.21266496444231,1,0.75,1,"Dbnl","Not Significant"
"Ankle2",0.00235700166403829,0.927833114936367,1,0.75,1,"Ankle2","Not Significant"
"Malt1",0.0023667524244728,0.9769686418613,1,0.75,1,"Malt1","Not Significant"
"Trim12a",0.00237167541320019,1.11591691200245,1,0.75,1,"Trim12a","Not Significant"
"Siglec1",0.00237307627720468,0.841085653206261,1,0.75,1,"Siglec1","Not Significant"
"Sh3bp2",0.00239375708096771,0.933466596318403,1,0.75,1,"Sh3bp2","Not Significant"
"Slc30a1",0.00240230176195333,0.973258328205048,1,0.75,1,"Slc30a1","Not Significant"
"Ndufa4",0.00240355247103003,-1.12690121222153,1,1,1,"Ndufa4","Not Significant"
"S100a5",0.00240492827802873,-1.20781849835437,1,1,1,"S100a5","Not Significant"
"Prkx",0.0024128019962549,1.48451597622773,1,0.75,1,"Prkx","Not Significant"
"Usb1",0.00254475531713691,0.757567704647927,0.75,0.75,1,"Usb1","Not Significant"
"Ranbp2",0.0026740237663926,1.14927203153818,1,0.75,1,"Ranbp2","Not Significant"
"Hk3",0.00270727160962402,0.931386212716683,1,0.75,1,"Hk3","Not Significant"
"Cdkn1a",0.00272549318076813,1.16999627857306,1,0.75,1,"Cdkn1a","Not Significant"
"Haus8",0.00275537402526969,0.807046601668047,0.75,0.75,1,"Haus8","Not Significant"
"Gosr2",0.00278104638758391,0.850581046169884,1,0.75,1,"Gosr2","Not Significant"
"Trim25",0.00280404616928439,1.09796580033179,1,0.75,1,"Trim25","Not Significant"
"Pstpip1",0.00283580541087623,0.928107354138992,1,0.75,1,"Pstpip1","Not Significant"
"Snrpg",0.00284078228074692,-0.943545859891153,1,1,1,"Snrpg","Not Significant"
"N4bp1",0.0029203529712947,-0.267630364759344,1,1,1,"N4bp1","Not Significant"
"Sharpin",0.00293511380828919,0.922579937255952,1,0.75,1,"Sharpin","Not Significant"
"Plxnd1",0.00294584222704177,0.853636620030266,1,0.75,1,"Plxnd1","Not Significant"
"Timeless",0.00302729460222025,0.591088307764283,0.75,0.75,1,"Timeless","Not Significant"
"Evi2a",0.00307041009021974,-0.0507369927490284,1,1,1,"Evi2a","Not Significant"
"Slc29a3",0.00310218715949338,1.01492674853248,1,0.75,1,"Slc29a3","Not Significant"
"Eng",0.00310327307911303,0.746783726424614,1,0.75,1,"Eng","Not Significant"
"St8sia1",0.00320351585503912,0.571153029325655,0.75,0.75,1,"St8sia1","Not Significant"
"Rpl22l1",0.00324392113294163,-0.905533752297263,1,1,1,"Rpl22l1","Not Significant"
"Bcl2a1a",0.00326305375903908,1.00684254869036,1,0.75,1,"Bcl2a1a","Not Significant"
"Sco1",0.0032835438844564,0.582862804240901,0.75,0.75,1,"Sco1","Not Significant"
"Calm2",0.00331627261314107,-0.925497654621313,1,1,1,"Calm2","Not Significant"
"Uba7",0.00333565011383807,0.947070759380058,1,0.75,1,"Uba7","Not Significant"
"Acaa1a",0.0033922549912952,1.1346749987471,1,0.75,1,"Acaa1a","Not Significant"
"Triobp",0.00342691229934792,0.824049495202714,1,0.75,1,"Triobp","Not Significant"
"Gm21188",0.00343082321290152,1.00348580825775,1,0.75,1,"Gm21188","Not Significant"
"Rufy3",0.00354631322234607,0.835400966060165,1,0.75,1,"Rufy3","Not Significant"
"Csf2rb",0.00356978309998802,1.04596997432298,1,0.75,1,"Csf2rb","Not Significant"
"Por",0.00358687599182695,0.746904526889096,0.75,0.75,1,"Por","Not Significant"
"Gna13",0.00364077974312377,0.969735884535486,1,0.75,1,"Gna13","Not Significant"
"Zyx",0.00366649308781509,1.15000107539543,1,0.75,1,"Zyx","Not Significant"
"Zc3hav1",0.00369469514464986,1.13472328966527,1,0.75,1,"Zc3hav1","Not Significant"
"Upp1",0.00372426350080612,0.525783731183303,0.75,0.75,1,"Upp1","Not Significant"
"Gbp6",0.0037906375130962,1.11235601475842,0.75,0.5,1,"Gbp6","Not Significant"
"Traf1",0.00382849119076341,1.03569129615332,1,0.75,1,"Traf1","Not Significant"
"Casp8",0.00389864213642483,0.932698200490205,1,0.75,1,"Casp8","Not Significant"
"Xrn2",0.00406074659606784,-0.363164996417175,1,1,1,"Xrn2","Not Significant"
"Nsg1",0.00411027662507213,-0.404663018015585,1,0.75,1,"Nsg1","Not Significant"
"Mthfd2",0.00414195969700679,0.79365521763931,0.75,0.75,1,"Mthfd2","Not Significant"
"Mmp25",0.00423766732677696,0.453260269074583,0.75,0.5,1,"Mmp25","Not Significant"
"Larp1",0.004368772452491,0.936407219943331,1,0.75,1,"Larp1","Not Significant"
"Adap1",0.00438007959823339,0.961446931454844,1,0.75,1,"Adap1","Not Significant"
"Lars2",0.00456772063762887,1.28622209349474,1,0.75,1,"Lars2","Not Significant"
"Ms4a8a",0.00465368958341426,1.19325209963295,1,0.75,1,"Ms4a8a","Not Significant"
"Tnip1",0.00469482365242479,0.90448561353258,1,0.75,1,"Tnip1","Not Significant"
"Hdc",0.0047325307823746,0.773448692740916,1,0.75,1,"Hdc","Not Significant"
"S1pr2",0.00478914945337758,0.900570818597592,1,0.75,1,"S1pr2","Not Significant"
"Uqcr11",0.00480226548901338,-0.417027289315674,1,0.75,1,"Uqcr11","Not Significant"
"Zc3h7a",0.00486485733998481,1.14695616040798,1,0.75,1,"Zc3h7a","Not Significant"
"Dennd1b",0.00488737272228442,-0.770178444768028,1,1,1,"Dennd1b","Not Significant"
"Ddx4",0.00492335704771696,0.426328746893751,0.75,0.5,1,"Ddx4","Not Significant"
"Tmem131",0.00505693132672185,1.13264755912575,1,0.75,1,"Tmem131","Not Significant"
"Pnpt1",0.00511118763097438,0.922894570752749,1,0.75,1,"Pnpt1","Not Significant"
"Edn1",0.00516972057286075,0.449618271718125,0.75,0.75,1,"Edn1","Not Significant"
"Il6",0.00527353718659822,0.741705914300504,1,0.75,1,"Il6","Not Significant"
"Filip1l",0.00530928575664209,1.24630440052766,1,0.75,1,"Filip1l","Not Significant"
"Dram1",0.0053509509431113,0.916585853245741,1,0.75,1,"Dram1","Not Significant"
"Fam53c",0.00536846128017141,1.03432553444313,1,0.75,1,"Fam53c","Not Significant"
"Il27",0.0054561681553661,0.629864224755488,0.75,0.75,1,"Il27","Not Significant"
"Bsg",0.00548264255020012,-0.628926281985592,1,1,1,"Bsg","Not Significant"
"Fnbp4",0.00551282476761084,0.962180772452816,1,0.75,1,"Fnbp4","Not Significant"
"Rab5c",0.00558187692516321,0.00759639793316147,1,1,1,"Rab5c","Not Significant"
"Carhsp1",0.00562971826403665,0.757374637427498,0.75,0.75,1,"Carhsp1","Not Significant"
"Epcam",0.00563593042521595,-0.390024368467953,1,0.75,1,"Epcam","Not Significant"
"Slc36a3os",0.00563889352075269,0.658270193408082,0.75,0.75,1,"Slc36a3os","Not Significant"
"Reg3g",0.00571280097766436,0.450296792294184,0.75,0.25,1,"Reg3g","Not Significant"
"Igsf6",0.0057416672666955,1.06362369300933,1,0.75,1,"Igsf6","Not Significant"
"Parp11",0.00578830618066273,0.686480831412534,0.75,0.75,1,"Parp11","Not Significant"
"Mafk",0.00586679785075404,0.897608290376551,1,0.75,1,"Mafk","Not Significant"
"Il3ra",0.00618320461648113,0.713817193123767,0.75,0.75,1,"Il3ra","Not Significant"
"AI662270",0.00619612872027604,0.963035439325972,1,0.75,1,"AI662270","Not Significant"
"Lilrb4a",0.006258816998695,0.416784742591855,1,1,1,"Lilrb4a","Not Significant"
"Mfsd12",0.00642444402181067,0.722071780788003,0.75,0.75,1,"Mfsd12","Not Significant"
"Tpx2",0.00656256860165694,0.493314560608019,0.75,0.75,1,"Tpx2","Not Significant"
"A930037H05Rik",0.00663404754711506,0.625849886425095,0.75,0.75,1,"A930037H05Rik","Not Significant"
"Pex16",0.00664577907621887,0.748493315206566,1,0.75,1,"Pex16","Not Significant"
"Pstpip2",0.00669857713477253,1.22543292434522,1,0.75,1,"Pstpip2","Not Significant"
"Abcb1a",0.00672839220001834,0.429459823837699,0.75,0.5,1,"Abcb1a","Not Significant"
"Arhgef10l",0.00674385354933287,0.955963100832276,1,0.75,1,"Arhgef10l","Not Significant"
"Arhgef37",0.00676223567953865,1.15278527803108,1,0.75,1,"Arhgef37","Not Significant"
"Mvp",0.00676704875087921,0.8375855437567,1,0.75,1,"Mvp","Not Significant"
"Sidt2",0.0068135375168523,1.04717011763993,1,0.75,1,"Sidt2","Not Significant"
"Gbp8",0.00684373390664232,0.656043927387642,0.75,0.75,1,"Gbp8","Not Significant"
"Socs2",0.00686685132252937,0.699836841281176,1,0.75,1,"Socs2","Not Significant"
"Mdh1",0.00692698935337485,-1.28548007629866,1,1,1,"Mdh1","Not Significant"
"Scand1",0.00699526463347418,0.487984045351646,1,1,1,"Scand1","Not Significant"
"Ifi27",0.00701925056488024,-1.63886524064334,1,1,1,"Ifi27","Not Significant"
"Mid1",0.00712714652809446,0.891937863356334,1,0.75,1,"Mid1","Not Significant"
"Cmtr1",0.00722465125831512,1.05568819661414,1,0.75,1,"Cmtr1","Not Significant"
"Tent2",0.00723446017198952,0.906812380704268,1,0.75,1,"Tent2","Not Significant"
"Crlf2",0.00730850183076361,0.95306000046849,1,0.75,1,"Crlf2","Not Significant"
"Mapkapk2",0.00743674405533778,0.931846275504173,1,0.75,1,"Mapkapk2","Not Significant"
"Fpr2",0.00761869433275769,0.900268073342162,1,0.75,1,"Fpr2","Not Significant"
"Zmiz2",0.00766993203759714,0.998982730124861,1,0.75,1,"Zmiz2","Not Significant"
"Snx2",0.00771363897993779,1.12705072710973,1,0.75,1,"Snx2","Not Significant"
"Gk",0.00782722679826145,0.765117150803215,1,0.75,1,"Gk","Not Significant"
"Tubb4b",0.00793457235693483,-1.14588934260134,1,1,1,"Tubb4b","Not Significant"
"Snx20",0.00796836980873813,1.05751968490465,1,0.75,1,"Snx20","Not Significant"
"Cep83",0.00803443966227017,0.856822188732754,1,0.75,1,"Cep83","Not Significant"
"Synj1",0.0081061661191822,-0.49946296963397,1,1,1,"Synj1","Not Significant"
"Ddt",0.00814687646242312,0.800568497980491,1,0.75,1,"Ddt","Not Significant"
"Ccdc158",0.00839690248918362,1.13039483771112,1,0.25,1,"Ccdc158","Not Significant"
"Ric1",0.00843715490174513,0.866829127671668,1,0.75,1,"Ric1","Not Significant"
"Ly6e",0.00861021008031163,0.850309414861076,1,1,1,"Ly6e","Not Significant"
"Diaph1",0.00864156871543341,1.12040419182187,1,0.75,1,"Diaph1","Not Significant"
"Serpinb6a",0.00866574328341,-1.97036485500283,0.75,1,1,"Serpinb6a","Not Significant"
"Fcf1",0.0086776226392203,0.842729234631783,1,0.75,1,"Fcf1","Not Significant"
"Ccl9",0.00870603340940723,1.11064508949009,1,0.75,1,"Ccl9","Not Significant"
"Aplnr",0.00872233904882356,0.491815335066599,0.75,0.75,1,"Aplnr","Not Significant"
"Esd",0.00875465845401983,1.09402827387365,1,0.75,1,"Esd","Not Significant"
"Csf2rb2",0.00876413602486642,0.690757307172447,0.75,0.75,1,"Csf2rb2","Not Significant"
"LTO1",0.00879461246655729,1.01803720845256,1,0.75,1,"LTO1","Not Significant"
"Mtm1",0.00887263806599588,1.12728181676439,1,0.75,1,"Mtm1","Not Significant"
"Gm12840",0.00890789059478143,0.643729839354796,1,0.75,1,"Gm12840","Not Significant"
"Plekha2",0.0089954185178029,0.774417415722593,1,0.75,1,"Plekha2","Not Significant"
"Nop10",0.00906672750144677,-1.12816769318706,1,1,1,"Nop10","Not Significant"
"Plekho2",0.00910953179532756,1.00361096065013,1,0.75,1,"Plekho2","Not Significant"
"Slc2a6",0.00920741052043227,0.748878744527631,1,0.75,1,"Slc2a6","Not Significant"
"Prelid3b",0.00922555204543097,0.923755144897873,1,0.75,1,"Prelid3b","Not Significant"
"Slc40a1",0.00931355655169665,-2.13489842125703,0.75,1,1,"Slc40a1","Not Significant"
"Pira2",0.00936242661435728,-0.627240562057214,1,1,1,"Pira2","Not Significant"
"Mt1",0.00944340254262928,-1.80390973751782,1,1,1,"Mt1","Not Significant"
"Myo9b",0.00951400354272407,1.15385938495308,1,0.75,1,"Myo9b","Not Significant"
"Dpy19l1",0.00954993812143426,0.829660476472969,1,0.75,1,"Dpy19l1","Not Significant"
"Casp4",0.00961616982144174,0.943914569729334,1,0.75,1,"Casp4","Not Significant"
"Gas6",0.00979873140451337,-0.415296234907919,1,0.75,1,"Gas6","Not Significant"
"Pde7b",0.00980010819940047,0.697003448185438,1,0.75,1,"Pde7b","Not Significant"
"Ppp1r15b",0.0098287612560939,0.892890101106998,1,0.75,1,"Ppp1r15b","Not Significant"
"Rhbdf2",0.0100207030009789,0.731653246611667,1,0.75,1,"Rhbdf2","Not Significant"
"Plec",0.0100623278812725,1.05349545689721,1,0.75,1,"Plec","Not Significant"
"Nkiras2",0.0101796224379192,0.861887178085252,1,0.75,1,"Nkiras2","Not Significant"
